TRANSFERS
11.5538495
13.6827883
12.483232
10.8330683
10.8457835
11.6694254
11.546721
11.7410884
10.8265671
10.2322593
10.074095
11.1264895
11.2652772
10.2842486
9.1769437
9.3005372
8.9790619
10.510669
12.1111369
12.8633695
12.9791453
13.3202588
14.9058295
13.3445574
13.60132
13.9392483
13.8055779
14.7512005
15.7884112
14.425972
12.1438859
12.1084447
11.6292785
9.7112687
8.8009283
8.5336967
7.4968967
6.1815601
6.3582354
5.0254212
5.8837991
7.6623125
8.086742
8.2718261
7.6887475
6.556665
6.8305189
8.3272832
10.3902244
11.1315264
11.8735433
14.2927949
17.5727407
18.2033083
20.0942024
20.7989315
19.7259136
19.7014543
19.6978237
20.601377
21.5619129
20.0131328
15.9583137
14.9364171
14.200887
14.6443906
16.698498
16.4256365
16.8727126
17.4415194
16.811762
18.001792
18.1220941
18.9354647
20.9364672
19.3426313
21.0305699
23.5599389
24.8600723
24.1249326
23.0274481
21.1254041
18.8655556
17.1435016
17.1779413
19.206218
21.265189
21.1346605
18.4047332
17.3827121
16.646665
14.4172067
14.0046669
14.8596628
16.013894
16.1252398
15.5183761
15.0779161
14.7967942
14.9373701
16.7335848
17.6085812
18.1885837
20.4345491
20.8636272
21.1309462
21.4834243
20.4571287
17.2258595
13.4686958
12.0095145
11.3749635
10.842555
9.4307203
9.2285011
9.8386113
9.4809494
10.1548046
9.1328098
7.5477886
7.1403309
6.1090428
7.1376253
9.6419962
10.893147
9.8120998
10.0281064
8.0494831
6.5837567
9.9396207
12.2330996
11.4411421
11.930899
12.2443499
13.2757754
13.5147769
14.7485865
16.4410226
17.0872817
16.7905909
16.8072786
16.6540136
16.3968396
16.9873186
16.4413381
15.1697176
14.7529914
14.0347321
12.2286886
12.4921379
12.7870233
11.1981392
10.210248
10.1085626
7.9469598
5.7749489
3.741743
4.505234
5.4420682
6.9616641
8.4792232
9.5632638
9.3949009
9.6204303
8.6989569
7.6235613
6.9667928
7.2350961
5.9276945
4.096203
4.145325
6.2562708
7.7946143
7.8953547
7.9806367
8.3850321
10.712545
11.8330249
12.8937596
13.3888684
12.6286618
12.6561732
13.979903
12.8926098
11.0750817
10.5342009
11.1250268
10.6263291
9.7332819
10.2946824
9.5062875
10.1611082
11.7902245
11.7399657
12.2417721
14.0038044
15.0152511
16.0313511
16.53824
16.5422309
